1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7321072,541348,9473,18642,4365,8762,319,1263,15,847,55,17,35,42,6,0
7320834,542024,9268,18453,4345,8573,329,1413,25,821,54,18,23,72,9,0
7321239,540848,9641,18848,4336,8914,352,1056,23,845,69,17,21,47,4,1
7321098,541273,9484,18694,4364,8771,344,1225,18,824,68,17,25,52,4,0
7320990,541568,9410,18598,4375,8694,308,1289,34,823,59,13,42,55,3,0
7321050,541404,9441,18628,4412,8726,309,1291,18,802,71,14,28,62,5,0
7321140,541156,9579,18686,4339,8810,306,1173,20,895,66,16,25,48,2,0
7321062,541377,9419,18638,4418,8742,322,1306,20,792,65,13,28,55,4,0
7320912,541819,9346,18489,4332,8622,327,1376,12,860,54,20,26,60,6,0
7321059,541372,9502,18680,4334,8731,334,1204,16,846,71,20,35,50,7,0
7320990,541580,9431,18597,4357,8655,318,1287,18,837,76,20,34,57,4,0
7321127,541187,9504,18698,4374,8824,328,1215,22,827,56,18,27,53,1,0
7321114,541221,9496,18709,4383,8787,332,1213,24,810,72,18,23,57,2,0
7320943,541715,9361,18526,4368,8660,320,1349,20,831,53,9,32,68,6,0
7321193,540990,9593,18744,4373,8882,311,1153,16,849,59,18,25,51,4,0
7321043,541413,9428,18667,4394,8732,331,1264,25,784,68,17,32,57,6,0
7321100,541262,9498,18653,4380,8799,316,1238,18,844,58,8,20,59,8,0
7321172,541049,9539,18772,4388,8841,340,1173,18,801,70,19,26,48,5,0
7320924,541776,9320,18491,4398,8639,304,1399,29,816,59,12,20,70,4,0
7320975,541609,9464,18568,4336,8672,300,1260,17,863,71,20,25,74,7,0
7320899,541829,9381,18526,4321,8611,308,1308,33,862,59,17,45,58,4,0
7320953,541686,9360,18543,4362,8678,324,1344,22,824,51,18,28,63,5,0
7321244,540832,9656,18804,4376,8925,292,1094,25,854,63,23,31,39,3,0
7320938,541716,9343,18579,4384,8636,329,1331,33,789,67,12,37,61,6,0
7320908,541803,9329,18506,4405,8618,299,1386,22,796,65,14,29,72,9,0
7321078,541324,9560,18654,4299,8764,314,1176,15,912,61,18,32,47,7,0
7320975,541626,9390,18590,4347,8665,329,1311,25,831,65,26,30,47,4,0
7321089,541288,9518,18682,4326,8797,327,1189,24,859,56,24,27,52,3,0
7321031,541461,9509,18611,4348,8680,296,1239,17,882,81,13,33,53,7,0
7321037,541440,9437,18640,4378,8722,330,1270,19,813,64,13,36,57,5,0
